Wall time,Step,Value
1687241316.714015,4096,-0.9748038053512573
1687241350.7458692,5120,-0.9686146378517151
1687241546.414419,11264,-0.9101865291595459
1687241679.8410969,15360,-0.9436911344528198
1687241711.48108,16384,-0.9493439793586731
1687241811.27558,19456,-0.9320070743560791
1687241841.550891,20480,-0.9308246970176697
1687241874.847289,21504,-0.8622605204582214
1687241940.356512,23552,-0.9230197668075562
1687241972.767375,24576,-0.9323473572731018
1687242071.8789802,27648,-0.9238395094871521
1687242105.2425559,28672,-0.927064061164856
1687242469.906702,39936,-0.909366250038147
1687242534.3604321,41984,-0.8904179930686951
1687242764.902713,49152,-0.668098509311676
1687242797.625441,50176,-0.8290628790855408
1687242830.837919,51200,-0.8501090407371521
1687242896.931377,53248,-0.7690650224685669
1687242996.54475,56320,-0.8149487376213074
1687243096.207105,59392,-0.6913479566574097
1687243195.205873,62464,-0.8142727017402649
1687243228.1080399,63488,-0.718080997467041
1687243262.184919,64512,2.9197075366973877
1687243294.4305449,65536,-0.84108567237854
1687243363.1816761,67584,-0.6677660942077637
1687243395.990405,68608,-0.7063146233558655
1687243428.338112,69632,-0.5899468660354614
1687243461.197475,70656,-0.7719429731369019
1687243528.840766,72704,-0.788754940032959
1687243561.223524,73728,-0.5534148216247559
1687243769.034695,79872,3.959806203842163
1687243840.3081338,81920,-0.6980524659156799
1687243946.979083,84992,-0.5838024020195007
1687244061.042028,88064,-0.7131685018539429
1687244200.423591,92160,-0.6234155297279358
1687244535.240683,102400,-0.7449071407318115
1687244670.868531,106496,3.127002716064453
1687244769.437493,109568,3.530383348464966
1687244803.6165628,110592,-0.7211310863494873
1687244871.711327,112640,2.7434494495391846
1687245108.8419771,119808,-0.694785475730896
1687245276.251689,124928,-0.67352294921875
1687245411.413534,129024,3.153730869293213
1687245445.143745,130048,-0.6901160478591919
1687245511.974953,132096,-0.6237484812736511
1687245579.6248288,134144,-0.6942600607872009
1687245783.30037,140288,-0.5120257139205933
1687245816.826751,141312,-0.6231913566589355
1687246052.135533,148480,-0.4726436138153076
1687246120.0176299,150528,3.7739815711975098
1687246153.9707751,151552,3.395446300506592
1687246256.141818,154624,-0.6687583923339844
1687246496.025044,161792,-0.6636322140693665
1687246596.661995,164864,7.504042625427246
1687246665.323293,166912,7.960572719573975
1687246735.0618072,168960,-0.5543010234832764
1687246935.923706,175104,17.979454040527344
1687246970.9872482,176128,10.265170097351074
1687247005.532277,177152,3.479161024093628
1687247177.8720179,182272,3.4004526138305664
1687247314.993005,186368,3.4546000957489014
1687247419.072271,189440,-0.43605077266693115
1687247453.966374,190464,12.831079483032227
1687247488.564802,191488,8.17599868774414
1687247625.180299,195584,3.8163177967071533
1687247660.063487,196608,3.5278098583221436
1687247695.572978,197632,6.764439582824707
1687247938.427405,204800,14.085004806518555
1687248042.0850859,207872,6.8355278968811035
1687248077.19228,208896,7.129666805267334
1687248113.125279,209920,6.6664605140686035
1687248147.955868,210944,3.10965633392334
1687248217.5854049,212992,14.509288787841797
1687248356.309094,217088,10.75776481628418
1687248425.748082,219136,3.3568832874298096
1687248495.500822,221184,21.843076705932617
1687248635.612119,225280,7.637176036834717
1687248669.681024,226304,-0.5594270825386047
1687248704.775292,227328,10.742888450622559
1687248810.458793,230400,-0.6195428967475891
1687248986.8687181,235520,11.703892707824707
1687249338.322185,245760,-0.5585557818412781
1687249407.176834,247808,-0.4435255229473114
1687249513.000053,250880,12.803524017333984
1687249548.671276,251904,2.9248549938201904
1687249583.248354,252928,3.6903438568115234
1687249865.8925629,261120,10.79243278503418
1687250006.700799,265216,2.9776973724365234
1687250042.135225,266240,3.526066303253174
1687250077.145615,267264,3.1970736980438232
1687250470.6691809,278528,7.690251350402832
1687250577.358811,281600,-0.308631956577301
1687250648.229995,283648,-0.3482140302658081
1687250718.853921,285696,7.660900115966797
1687250789.7320662,287744,3.6901068687438965
1687250860.7238069,289792,3.084024667739868
1687250968.477099,292864,3.276175022125244
1687251074.543691,295936,11.78536605834961
1687251145.5541189,297984,-0.4021882712841034
1687251323.2584052,303104,8.961503982543945
1687251396.169164,305152,11.330465316772461
1687251431.779284,306176,3.254451274871826
1687251717.746583,314368,10.1746244430542
1687251790.002235,316416,4.285780429840088
1687251934.5653179,320512,3.231875419616699
1687252073.134429,324608,7.582144737243652
1687252144.851561,326656,4.4040985107421875
1687252180.0626209,327680,3.887568235397339
1687252287.4332821,330752,11.621602058410645
1687252827.577237,346112,14.312983512878418
1687252863.677185,347136,7.753729343414307
1687253045.243213,352256,14.009706497192383
1687253118.851743,354304,3.812107801437378
1687253156.736833,355328,14.576212882995605
1687253375.94656,361472,20.770156860351562
1687253449.680647,363520,6.486084461212158
1687253597.752758,367616,14.660099983215332
1687253742.6761112,371712,7.753231048583984
1687253779.287906,372736,13.923131942749023
1687253817.4970849,373760,10.878890991210938
1687253853.174701,374784,16.512367248535156
1687253890.977099,375808,9.756531715393066
1687253926.337326,376832,3.6313271522521973
1687254334.2114508,388096,18.205163955688477
1687254631.3275461,396288,7.208500862121582
1687254780.334481,400384,20.945323944091797
1687254852.314037,402432,11.849649429321289
1687254929.0067048,404480,19.20741081237793
1687255037.0968928,407552,24.90864372253418
1687255220.590482,412672,33.94405746459961
1687255293.540713,414720,14.068852424621582
1687255481.602117,419840,22.22449493408203
1687255628.275195,423936,10.96909236907959
