Wall time,Step,Value
1687369094.139719,4096,-0.9628807306289673
1687369124.704448,5120,-0.9702557921409607
1687369310.6425128,11264,-0.8915848135948181
1687369435.6006532,15360,-0.9481335878372192
1687369467.474002,16384,-0.9592493772506714
1687369559.968848,19456,-0.8738015294075012
1687369591.1366231,20480,-0.9390250444412231
1687369621.839966,21504,-0.9361096024513245
1687369683.874899,23552,-0.9373447299003601
1687369713.7426932,24576,-0.9311906695365906
1687369806.6626072,27648,-0.9130290746688843
1687369837.6617348,28672,-0.9242162108421326
1687370175.5147672,39936,-0.8611637949943542
1687370237.653388,41984,-0.7927829027175903
1687370453.346648,49152,-0.7834030389785767
1687370484.505503,50176,-0.7586768865585327
1687370515.0250208,51200,-0.7996749877929688
1687370576.342165,53248,-0.8256853222846985
1687370669.096951,56320,-0.8171859979629517
1687370760.2178319,59392,-0.8081576824188232
1687370853.504245,62464,-0.7776244878768921
1687370884.4606762,63488,-0.8082199096679688
1687370916.109504,64512,-0.7840275764465332
1687370945.854787,65536,-0.6234961152076721
1687371007.42005,67584,-0.6208118200302124
1687371038.411272,68608,-0.7489250302314758
1687371068.8998,69632,-0.654233455657959
1687371100.910985,70656,-0.4794124960899353
1687371161.950453,72704,-0.5795963406562805
1687371192.405812,73728,-0.6706873178482056
1687371377.1617658,79872,-0.7562748193740845
1687371439.049459,81920,-0.6045039892196655
1687371531.746909,84992,-0.6444371342658997
1687371623.944633,88064,-0.5469785332679749
1687371747.6718059,92160,-0.4253145456314087
1687372055.612936,102400,-0.5571256279945374
1687372182.103425,106496,-0.3884927034378052
1687372274.863622,109568,-0.3293243646621704
1687372305.611083,110592,-0.33820369839668274
1687372367.898252,112640,-0.22626444697380066
1687372584.448301,119808,-0.3250626027584076
1687372738.7598238,124928,-0.41282743215560913
1687372862.637289,129024,0.14571954309940338
1687372893.6324291,130048,-0.21927934885025024
1687372955.988648,132096,-0.18723271787166595
1687373017.5575979,134144,-0.01638392172753811
1687373206.014029,140288,-0.2866005599498749
1687373236.430568,141312,-0.23196366429328918
1687373454.369388,148480,-0.1699884980916977
1687373516.430966,150528,-0.09678120911121368
1687373547.949984,151552,0.04814755544066429
1687373640.9535701,154624,0.12435845285654068
1687373861.4499478,161792,0.031641364097595215
1687373955.285304,164864,0.32699331641197205
1687374017.73859,166912,-0.05819900706410408
1687374080.721683,168960,-0.01785942353308201
1687374269.080275,175104,0.2770306169986725
1687374300.984225,176128,-0.11152669042348862
1687374333.621197,177152,-0.05619834363460541
1687374491.9167092,182272,0.2314964234828949
1687374617.060019,186368,-0.02852233499288559
1687374711.6371148,189440,0.0732821449637413
1687374743.3387399,190464,0.2589242458343506
1687374773.935783,191488,0.42343467473983765
1687374900.7154748,195584,0.07667548954486847
1687374932.0575519,196608,0.350908488035202
1687374963.215353,197632,0.4676421880722046
1687375183.6801229,204800,0.0986291691660881
1687375277.305699,207872,0.39139869809150696
1687375309.161251,208896,0.5568637847900391
1687375340.700768,209920,0.23177792131900787
1687375372.178324,210944,0.39450547099113464
1687375434.443649,212992,0.2918833792209625
1687375561.510029,217088,0.45777419209480286
1687375625.669854,219136,0.22274823486804962
1687375688.5263512,221184,0.19643521308898926
1687375814.631086,225280,0.4101428985595703
1687375846.69733,226304,0.37673261761665344
1687375878.264569,227328,0.17147599160671234
1687375972.051156,230400,0.257408082485199
1687376130.338923,235520,0.5252999067306519
1687376447.779186,245760,0.5198483467102051
1687376510.647049,247808,0.45393484830856323
1687376605.3011148,250880,0.09011934697628021
1687376636.678369,251904,0.5840546488761902
1687376669.3843331,252928,0.6682208180427551
1687376923.208626,261120,0.4272203743457794
1687377049.644723,265216,0.3763817250728607
1687377081.119117,266240,0.697580873966217
1687377112.5608351,267264,0.4153134524822235
1687377462.199222,278528,0.23232901096343994
1687377557.3507998,281600,0.17044483125209808
1687377622.066575,283648,0.6176468729972839
1687377685.848943,285696,0.41702932119369507
1687377749.149492,287744,0.769294261932373
1687377812.4511201,289792,0.18956966698169708
1687377908.115152,292864,0.5843543410301208
1687378004.3567822,295936,0.17794109880924225
1687378068.462579,297984,0.6781969666481018
1687378228.1433458,303104,0.3994406461715698
1687378291.860359,305152,0.47657719254493713
1687378324.908395,306176,0.5243927240371704
1687378578.8326368,314368,0.4450768530368805
1687378642.03897,316416,0.20078471302986145
1687378769.804349,320512,0.5082403421401978
1687378895.634368,324608,0.5760655999183655
1687378960.312493,326656,0.40374550223350525
1687378992.827262,327680,0.48824766278266907
1687379088.341287,330752,0.9360028505325317
1687379571.4047842,346112,0.6687094569206238
1687379603.827296,347136,0.9821603298187256
1687379766.036772,352256,0.39159590005874634
1687379830.852289,354304,0.6636055707931519
1687379862.264334,355328,0.43464991450309753
1687380055.820042,361472,0.6034572124481201
1687380120.493068,363520,0.7499147653579712
1687380249.970923,367616,0.4864802956581116
1687380378.887651,371712,0.9776533246040344
1687380411.997235,372736,0.7252340316772461
1687380444.11413,373760,0.4348859190940857
1687380476.35993,374784,0.7044581174850464
1687380508.4705029,375808,0.38730791211128235
1687380541.9987688,376832,0.704619288444519
1687380898.031639,388096,0.7753610014915466
1687381155.908365,396288,0.577739953994751
1687381285.498784,400384,0.888192355632782
1687381351.1948469,402432,0.6681750416755676
1687381416.237914,404480,0.6038157939910889
1687381514.460853,407552,0.6659923195838928
1687381676.699017,412672,0.8665044903755188
1687381740.905232,414720,0.890329122543335
1687381904.042984,419840,0.7206515669822693
1687382035.0179389,423936,0.8062133193016052
1687382066.6275651,424960,0.5866087675094604
1687382100.1846201,425984,0.6184349060058594
1687382196.4063349,429056,0.689811646938324
1687382294.79749,432128,0.8352943062782288
1687382327.157818,433152,0.7845345735549927
1687382425.229989,436224,0.799361526966095
1687382456.9012392,437248,0.5335559248924255
1687382587.294579,441344,0.6808169484138489
1687382753.573643,446464,0.7443455457687378
1687382785.7059991,447488,0.9551150798797607
1687382819.471442,448512,0.8806334137916565
1687382884.9261281,450560,0.8657430410385132
1687382949.726455,452608,0.970258355140686
1687383015.7747252,454656,0.6584548354148865
1687383048.292542,455680,1.0690964460372925
1687383113.385699,457728,0.911001980304718
1687383244.460219,461824,0.9026293158531189
1687383310.7412071,463872,1.0497421026229858
1687383440.447744,467968,0.7794346809387207
1687383571.559912,472064,0.9259934425354004
1687383603.693542,473088,0.9716745615005493
1687383734.909099,477184,0.8869093060493469
1687383767.866782,478208,0.7781490087509155
1687383833.0503209,480256,0.8790143728256226
1687383899.703744,482304,0.8499819040298462
1687384030.8811269,486400,0.9172908067703247
1687384062.908076,487424,0.9793460965156555
1687384162.432328,490496,1.202234148979187
1687384227.9434922,492544,0.7278154492378235
1687384259.9482749,493568,1.0700716972351074
1687384358.9737659,496640,1.0601013898849487
1687384457.751082,499712,1.0764672756195068
1687384491.60919,500736,0.6372352242469788
1687384523.9842649,501760,0.8956480622291565
1687384589.022767,503808,1.0384619235992432
1687384687.521795,506880,0.6172587275505066
1687384820.5208378,510976,1.0799336433410645
1687384953.7984269,515072,0.7024663090705872
1687384986.547832,516096,0.8617246150970459
1687385184.2615502,522240,1.0004408359527588
1687385217.4352572,523264,0.7761346101760864
1687385250.28266,524288,1.016074538230896
1687385283.834708,525312,0.9747403264045715
1687385316.615673,526336,0.8307291865348816
1687385349.756023,527360,1.010669469833374
1687385448.328147,530432,0.8710139393806458
1687385481.8636968,531456,1.0119861364364624
1687385513.905737,532480,1.0352617502212524
1687385976.6995578,546816,0.9946922659873962
1687386010.1094909,547840,0.8801646828651428
1687386076.24086,549888,0.9280604124069214
1687386108.849528,550912,0.8466854691505432
1687386142.043712,551936,0.7155959606170654
1687386207.792671,553984,0.8411588072776794
1687386274.4354508,556032,0.9492020010948181
1687386340.865907,558080,0.837846577167511
1687386407.172941,560128,1.0369068384170532
1687386439.469126,561152,0.8290621042251587
1687386539.039218,564224,0.7476522922515869
1687386606.751932,566272,0.9607459902763367
1687386709.6452422,569344,0.8757908344268799
1687386743.535151,570368,0.9884642958641052
1687386946.2466738,576512,0.8164286613464355
1687386978.468498,577536,0.8475659489631653
1687387012.057255,578560,0.8178557753562927
1687387144.6914828,582656,0.7997322082519531
1687387244.274854,585728,0.9447424411773682
1687387310.387201,587776,0.8234565854072571
1687387410.246228,590848,1.034504771232605
1687387543.268799,594944,0.8565981388092041
1687387676.060632,599040,0.914761483669281
1687387709.285234,600064,0.946668803691864
1687387809.7966871,603136,1.0910191535949707
1687387876.378428,605184,1.0296876430511475
1687387909.0948339,606208,0.937699019908905
1687388009.047743,609280,1.0406605005264282
1687388076.127599,611328,0.8851829767227173
1687388143.013293,613376,0.9405573606491089
1687388175.2817018,614400,0.9822132587432861
1687388274.911791,617472,0.8785741329193115
1687388308.266453,618496,1.165374517440796
1687388474.701153,623616,1.0238345861434937
1687388641.915929,628736,1.0973656177520752
1687388676.1148238,629760,1.0777404308319092
1687388742.390125,631808,0.8152232766151428
1687388874.658876,635904,1.1651628017425537
1687388941.3791308,637952,0.7798680663108826
1687388974.399179,638976,0.9256851077079773
1687389074.613112,642048,0.866316556930542
1687389140.541654,644096,0.8658397793769836
1687389173.337692,645120,0.9922128319740295
1687389306.760084,649216,1.155105471611023
1687389440.6095512,653312,0.9735448360443115
1687389540.4708211,656384,0.922916829586029
1687389574.270037,657408,0.8422071933746338
1687389607.412641,658432,0.961052417755127
1687389640.911356,659456,0.802543044090271
1687389674.34389,660480,0.9000825881958008
1687389841.049081,665600,0.9107292294502258
1687389907.5548391,667648,0.7302641868591309
1687389941.167232,668672,0.9857034683227539
1687390007.349254,670720,0.8997339010238647
1687390041.445207,671744,1.1316064596176147
1687390141.1025019,674816,0.9782434701919556
1687390208.14573,676864,0.8822420835494995
1687390442.2553012,684032,0.9899376034736633
1687390542.614958,687104,1.1367769241333008
1687390708.950332,692224,1.2436503171920776
1687390741.8285928,693248,1.0355587005615234
1687390879.51886,697344,0.9597964882850647
1687390979.951623,700416,1.147533655166626
1687391013.188388,701440,1.0391387939453125
1687391113.88701,704512,0.8512068390846252
1687391281.3568509,709632,1.049654245376587
1687391347.391287,711680,1.1396875381469727
1687391415.0067542,713728,1.1393241882324219
1687391447.724067,714752,1.0167852640151978
1687391514.907498,716800,1.0470161437988281
1687391615.195154,719872,1.129005789756775
1687391649.168959,720896,1.2697596549987793
1687391716.308228,722944,1.046586036682129
1687391884.097216,728064,0.9925673604011536
1687391951.2344608,730112,0.9454558491706848
1687392052.624707,733184,1.0302586555480957
1687392119.664074,735232,1.0950980186462402
1687392220.0678751,738304,1.05290949344635
1687392254.028717,739328,1.1822450160980225
1687392320.8985002,741376,0.993017315864563
1687392388.453535,743424,1.078285574913025
1687392421.486263,744448,1.0982439517974854
1687392489.093413,746496,0.919182300567627
1687392522.388834,747520,0.9041745066642761
1687392590.990243,749568,0.9171966314315796
1687392623.359141,750592,1.1387782096862793
1687392657.650412,751616,1.0501772165298462
1687392825.976745,756736,0.8500648736953735
1687392961.343097,760832,0.9182802438735962
1687393028.021075,762880,0.8395484089851379
1687393433.774333,775168,0.9966070652008057
1687393500.639026,777216,0.92576664686203
1687393702.188994,783360,1.0062105655670166
1687393735.511816,784384,0.8450518250465393
1687393836.22637,787456,0.9918314814567566
1687393869.995769,788480,1.31685209274292
1687393971.53914,791552,0.853520929813385
1687394074.47553,794624,1.0403852462768555
1687394108.455465,795648,0.935504674911499
1687394175.898529,797696,1.0134934186935425
1687394208.943327,798720,1.0335248708724976
1687394243.010154,799744,1.1422185897827148
1687394276.149656,800768,1.0468509197235107
1687394310.680608,801792,1.1408812999725342
1687394513.326293,807936,1.0836100578308105
1687394614.848683,811008,0.9674702286720276
1687395056.812944,824320,1.1491889953613281
1687395090.7943318,825344,1.221560001373291
1687395125.035647,826368,0.9723808169364929
1687395159.0534651,827392,1.0699881315231323
1687395262.0111449,830464,0.9849549531936646
1687395533.501687,838656,1.0635737180709839
1687395568.0905468,839680,1.1510401964187622
1687395839.929138,847872,0.9647746086120605
1687395874.616,848896,0.8930332064628601
1687396010.9671192,852992,1.0584896802902222
1687396045.3972359,854016,1.062910795211792
1687396112.925995,856064,0.9590274095535278
1687396148.076878,857088,1.0431249141693115
1687396250.195043,860160,1.0723631381988525
1687396284.217556,861184,1.0803016424179077
1687396386.460604,864256,1.0742199420928955
1687396454.448619,866304,0.9297958016395569
1687396624.848932,871424,1.273466944694519
1687396658.282131,872448,1.2347373962402344
1687396761.890335,875520,1.0620213747024536
1687396863.331518,878592,1.1944056749343872
1687396966.576542,881664,1.058235764503479
1687397033.908083,883712,1.1219483613967896
1687397135.821449,886784,1.0145740509033203
1687397169.4625962,887808,0.912871241569519
1687397306.0788019,891904,1.1694105863571167
1687397339.70719,892928,1.1741472482681274
1687397782.038038,906240,0.909091055393219
1687397850.277844,908288,0.9115376472473145
1687397987.166198,912384,1.2130934000015259
1687398055.164768,914432,1.0378412008285522
1687398157.7640991,917504,0.9704575538635254
1687398225.197163,919552,1.139927864074707
1687398259.151166,920576,1.026602029800415
1687398361.559892,923648,1.0905400514602661
1687398395.234009,924672,0.8660327792167664
1687398565.969769,929792,1.1949150562286377
1687398600.489724,930816,0.9480213522911072
1687398668.5670269,932864,1.0893315076828003
1687398702.531369,933888,0.8704577088356018
1687398804.8662589,936960,0.91498202085495
1687398942.278312,941056,1.0700421333312988
1687398975.429729,942080,0.954062283039093
1687399043.2106009,944128,0.8924447298049927
1687399281.498903,951296,1.2037464380264282
1687399350.341353,953344,1.1426266431808472
1687399383.9469178,954368,0.9280794858932495
1687399417.91474,955392,1.0884251594543457
1687399521.528225,958464,0.926584005355835
1687399659.8011892,962560,0.9652010798454285
1687399728.1998599,964608,0.7682017087936401
1687399762.4171882,965632,0.966018557548523
1687399866.430898,968704,1.039536714553833
1687400003.6714602,972800,1.2901958227157593
1687400107.894505,975872,1.0526851415634155
1687400211.558207,978944,0.9975090026855469
1687400381.956379,984064,1.176708698272705
1687400485.0329049,987136,0.8952787518501282
1687400554.813376,989184,1.1338422298431396
1687400623.505523,991232,1.1446253061294556
1687400657.5861251,992256,1.133082389831543
1687401002.206678,1002496,1.1382312774658203
1687401036.8185642,1003520,0.8251405358314514
1687401139.770717,1006592,0.8756471872329712
1687401277.2169669,1010688,1.0854700803756714
1687401413.729991,1014784,0.9113876819610596
1687401482.9541929,1016832,1.0662894248962402
1687401552.0487628,1018880,1.0473252534866333
1687401620.849607,1020928,1.2639693021774292
1687401690.0545092,1022976,1.147857666015625
1687401724.2413518,1024000,1.1261650323867798
1687401826.8856661,1027072,0.8842564821243286
1687401861.622137,1028096,1.1559484004974365
1687401896.107921,1029120,1.0058910846710205
1687401964.88874,1031168,1.1037085056304932
1687402137.356729,1036288,1.244766116142273
1687402206.036078,1038336,1.0598701238632202
1687402273.812555,1040384,1.0936309099197388
1687402514.509381,1047552,0.9401528239250183
1687402652.877247,1051648,1.2021446228027344
1687402721.163025,1053696,1.1875237226486206
1687402963.5745878,1060864,1.157408595085144
1687402998.0317361,1061888,1.0662628412246704
1687403031.8073852,1062912,1.0988829135894775
1687403067.0385401,1063936,1.095384120941162
1687403101.609819,1064960,1.0027453899383545
1687403239.6614342,1069056,1.1111814975738525
1687403344.687476,1072128,1.0062590837478638
1687403690.507711,1082368,1.1802395582199097
1687403759.666274,1084416,1.178948998451233
1687403828.5371861,1086464,1.2854894399642944
1687403897.8199801,1088512,1.0396430492401123
1687404001.3585238,1091584,1.1871994733810425
1687404071.364342,1093632,0.9886935353279114
1687404141.06392,1095680,1.0430877208709717
